Data as of,Start week,End Week,State,Sex,Age group,COVID19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths"
9/16/2020,2/1/2020,9/12/2020,Maine,Male,55-64 years,,751,29,0,,40
9/16/2020,2/1/2020,9/12/2020,Maine,Male,65-74 years,19,"1,060",81,,,97
9/16/2020,2/1/2020,9/12/2020,Maine,Male,75-84 years,21,"1,226",101,,,120
9/16/2020,2/1/2020,9/12/2020,Maine,Male,85 years and over,20,"1,222",118,,,135
9/16/2020,2/1/2020,9/12/2020,Maine,Female,Under 1 year,0,20,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Maine,Female,1-4 years,0,,0,0,,
9/16/2020,2/1/2020,9/12/2020,Maine,Female,5-14 years,0,,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Maine,Female,15-24 years,0,13,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Maine,Female,18-29 years,0,32,,0,0,
9/16/2020,2/1/2020,9/12/2020,Maine,Female,25-34 years,0,45,,0,0,
9/16/2020,2/1/2020,9/12/2020,Maine,Female,30-49 years,,154,10,,0,11
9/16/2020,2/1/2020,9/12/2020,Maine,Female,35-44 years,,71,,,0,
9/16/2020,2/1/2020,9/12/2020,Maine,Female,45-54 years,,158,,0,0,
9/16/2020,2/1/2020,9/12/2020,Maine,Female,50-64 years,,489,25,0,0,28
9/16/2020,2/1/2020,9/12/2020,Maine,Female,55-64 years,,391,20,0,0,23
9/16/2020,2/1/2020,9/12/2020,Maine,Female,65-74 years,,751,46,0,,57
9/16/2020,2/1/2020,9/12/2020,Maine,Female,75-84 years,24,"1,124",75,,,96
9/16/2020,2/1/2020,9/12/2020,Maine,Female,85 years and over,41,"1,869",103,,,146
9/16/2020,2/1/2020,9/12/2020,Maine,Unknown,Under 1 year,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Maine,Unknown,1-4 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Maine,Unknown,5-14 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Maine,Unknown,15-24 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Maine,Unknown,18-29 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Maine,Unknown,25-34 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Maine,Unknown,30-49 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Maine,Unknown,35-44 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Maine,Unknown,45-54 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Maine,Unknown,50-64 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Maine,Unknown,55-64 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Maine,Unknown,65-74 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Maine,Unknown,75-84 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Maine,Unknown,85 years and over,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Maryland,Male,Under 1 year,0,114,,0,0,
9/16/2020,2/1/2020,9/12/2020,Maryland,Male,1-4 years,0,,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Maryland,Male,5-14 years,0,24,0,0,,
9/16/2020,2/1/2020,9/12/2020,Maryland,Male,15-24 years,,298,,,0,
9/16/2020,2/1/2020,9/12/2020,Maryland,Male,18-29 years,20,569,16,,0,27
9/16/2020,2/1/2020,9/12/2020,Maryland,Male,25-34 years,31,671,23,12,,44
9/16/2020,2/1/2020,9/12/2020,Maryland,Male,30-49 years,137,"1,726",88,45,,186
9/16/2020,2/1/2020,9/12/2020,Maryland,Male,35-44 years,67,809,44,24,,89
9/16/2020,2/1/2020,9/12/2020,Maryland,Male,45-54 years,134,"1,300",100,52,,185
9/16/2020,2/1/2020,9/12/2020,Maryland,Male,50-64 years,402,"3,761",333,158,14,588
9/16/2020,2/1/2020,9/12/2020,Maryland,Male,55-64 years,321,"3,006",264,121,12,474
9/16/2020,2/1/2020,9/12/2020,Maryland,Male,65-74 years,454,"3,887",411,184,,689
9/16/2020,2/1/2020,9/12/2020,Maryland,Male,75-84 years,592,"4,246",552,240,14,918
9/16/2020,2/1/2020,9/12/2020,Maryland,Male,85 years and over,494,"4,126",493,171,17,829
9/16/2020,2/1/2020,9/12/2020,Maryland,Female,Under 1 year,0,85,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Maryland,Female,1-4 years,0,13,,0,0,
9/16/2020,2/1/2020,9/12/2020,Maryland,Female,5-14 years,0,19,,0,0,
9/16/2020,2/1/2020,9/12/2020,Maryland,Female,15-24 years,,88,,,0,
9/16/2020,2/1/2020,9/12/2020,Maryland,Female,18-29 years,,206,,,0,11
9/16/2020,2/1/2020,9/12/2020,Maryland,Female,25-34 years,,302,15,,,20
9/16/2020,2/1/2020,9/12/2020,Maryland,Female,30-49 years,51,865,54,16,,92
9/16/2020,2/1/2020,9/12/2020,Maryland,Female,35-44 years,23,409,20,,0,40
9/16/2020,2/1/2020,9/12/2020,Maryland,Female,45-54 years,77,774,65,28,,116
9/16/2020,2/1/2020,9/12/2020,Maryland,Female,50-64 years,238,"2,389",210,90,14,371
9/16/2020,2/1/2020,9/12/2020,Maryland,Female,55-64 years,184,"1,898",168,72,13,292
9/16/2020,2/1/2020,9/12/2020,Maryland,Female,65-74 years,358,"3,054",337,156,15,553
9/16/2020,2/1/2020,9/12/2020,Maryland,Female,75-84 years,531,"4,226",430,193,18,783
9/16/2020,2/1/2020,9/12/2020,Maryland,Female,85 years and over,832,"6,937",646,244,16,"1,246"
9/16/2020,2/1/2020,9/12/2020,Maryland,Unknown,Under 1 year,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Maryland,Unknown,1-4 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Maryland,Unknown,5-14 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Maryland,Unknown,15-24 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Maryland,Unknown,18-29 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Maryland,Unknown,25-34 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Maryland,Unknown,30-49 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Maryland,Unknown,35-44 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Maryland,Unknown,45-54 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Maryland,Unknown,50-64 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Maryland,Unknown,55-64 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Maryland,Unknown,65-74 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Maryland,Unknown,75-84 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Maryland,Unknown,85 years and over,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Massachusetts,Male,Under 1 year,0,83,,0,0,
9/16/2020,2/1/2020,9/12/2020,Massachusetts,Male,1-4 years,0,10,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Massachusetts,Male,5-14 years,0,17,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Massachusetts,Male,15-24 years,,179,,,0,
9/16/2020,2/1/2020,9/12/2020,Massachusetts,Male,18-29 years,,408,,,0,11
9/16/2020,2/1/2020,9/12/2020,Massachusetts,Male,25-34 years,12,555,11,,,19
9/16/2020,2/1/2020,9/12/2020,Massachusetts,Male,30-49 years,79,"1,553",57,28,,115
9/16/2020,2/1/2020,9/12/2020,Massachusetts,Male,35-44 years,34,773,27,,,57
9/16/2020,2/1/2020,9/12/2020,Massachusetts,Male,45-54 years,98,"1,257",65,38,,131
9/16/2020,2/1/2020,9/12/2020,Massachusetts,Male,50-64 years,403,"3,717",333,179,21,577
9/16/2020,2/1/2020,9/12/2020,Massachusetts,Male,55-64 years,340,"2,937",290,156,17,490
9/16/2020,2/1/2020,9/12/2020,Massachusetts,Male,65-74 years,727,"4,421",567,288,18,"1,024"
9/16/2020,2/1/2020,9/12/2020,Massachusetts,Male,75-84 years,1138,"5,445",830,452,25,"1,541"
9/16/2020,2/1/2020,9/12/2020,Massachusetts,Male,85 years and over,1374,"6,132",945,515,20,"1,822"
9/16/2020,2/1/2020,9/12/2020,Massachusetts,Female,Under 1 year,0,64,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Massachusetts,Female,1-4 years,0,10,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Massachusetts,Female,5-14 years,0,13,,0,0,
9/16/2020,2/1/2020,9/12/2020,Massachusetts,Female,15-24 years,,74,,,,
9/16/2020,2/1/2020,9/12/2020,Massachusetts,Female,18-29 years,,153,,,,
9/16/2020,2/1/2020,9/12/2020,Massachusetts,Female,25-34 years,,244,,,,13
9/16/2020,2/1/2020,9/12/2020,Massachusetts,Female,30-49 years,37,737,28,15,,52
9/16/2020,2/1/2020,9/12/2020,Massachusetts,Female,35-44 years,14,348,11,,0,20
9/16/2020,2/1/2020,9/12/2020,Massachusetts,Female,45-54 years,66,681,38,19,,87
9/16/2020,2/1/2020,9/12/2020,Massachusetts,Female,50-64 years,248,"2,172",194,105,10,344
9/16/2020,2/1/2020,9/12/2020,Massachusetts,Female,55-64 years,201,"1,730",169,94,,282
9/16/2020,2/1/2020,9/12/2020,Massachusetts,Female,65-74 years,495,"3,187",379,206,11,679
9/16/2020,2/1/2020,9/12/2020,Massachusetts,Female,75-84 years,1058,"5,249",699,382,19,"1,394"
9/16/2020,2/1/2020,9/12/2020,Massachusetts,Female,85 years and over,2435,"10,589","1,255",682,30,"3,036"
9/16/2020,2/1/2020,9/12/2020,Massachusetts,Unknown,Under 1 year,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Massachusetts,Unknown,1-4 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Massachusetts,Unknown,5-14 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Massachusetts,Unknown,15-24 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Massachusetts,Unknown,18-29 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Massachusetts,Unknown,25-34 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Massachusetts,Unknown,30-49 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Massachusetts,Unknown,35-44 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Massachusetts,Unknown,45-54 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Massachusetts,Unknown,50-64 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Massachusetts,Unknown,55-64 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Massachusetts,Unknown,65-74 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Massachusetts,Unknown,75-84 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Massachusetts,Unknown,85 years and over,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Michigan,Male,Under 1 year,0,218,,0,0,
9/16/2020,2/1/2020,9/12/2020,Michigan,Male,1-4 years,0,34,,0,,
9/16/2020,2/1/2020,9/12/2020,Michigan,Male,5-14 years,0,54,0,0,,
9/16/2020,2/1/2020,9/12/2020,Michigan,Male,15-24 years,,465,,,0,10
9/16/2020,2/1/2020,9/12/2020,Michigan,Male,18-29 years,13,817,20,,,28
9/16/2020,2/1/2020,9/12/2020,Michigan,Male,25-34 years,29,905,24,,,47
9/16/2020,2/1/2020,9/12/2020,Michigan,Male,30-49 years,169,"2,646",144,81,10,242
9/16/2020,2/1/2020,9/12/2020,Michigan,Male,35-44 years,60,"1,189",52,28,,89
9/16/2020,2/1/2020,9/12/2020,Michigan,Male,45-54 years,221,"2,411",192,114,12,311
9/16/2020,2/1/2020,9/12/2020,Michigan,Male,50-64 years,587,"6,894",597,296,28,916
9/16/2020,2/1/2020,9/12/2020,Michigan,Male,55-64 years,456,"5,448",484,230,19,729
9/16/2020,2/1/2020,9/12/2020,Michigan,Male,65-74 years,849,"7,905",884,433,36,"1,335"
9/16/2020,2/1/2020,9/12/2020,Michigan,Male,75-84 years,881,"8,556",994,450,22,"1,444"
9/16/2020,2/1/2020,9/12/2020,Michigan,Male,85 years and over,688,"8,015",788,334,18,"1,160"
9/16/2020,2/1/2020,9/12/2020,Michigan,Female,Under 1 year,0,208,,0,0,
9/16/2020,2/1/2020,9/12/2020,Michigan,Female,1-4 years,0,26,,0,,
9/16/2020,2/1/2020,9/12/2020,Michigan,Female,5-14 years,,41,,0,,
9/16/2020,2/1/2020,9/12/2020,Michigan,Female,15-24 years,,172,,,,
9/16/2020,2/1/2020,9/12/2020,Michigan,Female,18-29 years,11,326,16,,,21
9/16/2020,2/1/2020,9/12/2020,Michigan,Female,25-34 years,13,421,18,,,28
9/16/2020,2/1/2020,9/12/2020,Michigan,Female,30-49 years,94,"1,428",92,41,,150
9/16/2020,2/1/2020,9/12/2020,Michigan,Female,35-44 years,35,660,42,16,,63
9/16/2020,2/1/2020,9/12/2020,Michigan,Female,45-54 years,120,"1,401",117,63,10,184
9/16/2020,2/1/2020,9/12/2020,Michigan,Female,50-64 years,352,"4,266",402,191,34,597
9/16/2020,2/1/2020,9/12/2020,Michigan,Female,55-64 years,285,"3,403",329,153,25,486
9/16/2020,2/1/2020,9/12/2020,Michigan,Female,65-74 years,606,"5,920",644,312,30,968
9/16/2020,2/1/2020,9/12/2020,Michigan,Female,75-84 years,727,"7,970",765,351,29,"1,169"
9/16/2020,2/1/2020,9/12/2020,Michigan,Female,85 years and over,1108,"12,951","1,043",453,23,"1,721"
9/16/2020,2/1/2020,9/12/2020,Michigan,Unknown,Under 1 year,0,,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Michigan,Unknown,1-4 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Michigan,Unknown,5-14 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Michigan,Unknown,15-24 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Michigan,Unknown,18-29 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Michigan,Unknown,25-34 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Michigan,Unknown,30-49 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Michigan,Unknown,35-44 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Michigan,Unknown,45-54 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Michigan,Unknown,50-64 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Michigan,Unknown,55-64 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Michigan,Unknown,65-74 years,0,,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Michigan,Unknown,75-84 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Michigan,Unknown,85 years and over,,,,,0,
9/16/2020,2/1/2020,9/12/2020,Minnesota,Male,Under 1 year,0,102,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Minnesota,Male,1-4 years,0,27,,0,0,
9/16/2020,2/1/2020,9/12/2020,Minnesota,Male,5-14 years,0,29,,0,0,
9/16/2020,2/1/2020,9/12/2020,Minnesota,Male,15-24 years,,189,,0,0,
9/16/2020,2/1/2020,9/12/2020,Minnesota,Male,18-29 years,,323,,,,
9/16/2020,2/1/2020,9/12/2020,Minnesota,Male,25-34 years,,351,,,,11
9/16/2020,2/1/2020,9/12/2020,Minnesota,Male,30-49 years,25,919,43,10,,62
9/16/2020,2/1/2020,9/12/2020,Minnesota,Male,35-44 years,11,440,21,,,31
9/16/2020,2/1/2020,9/12/2020,Minnesota,Male,45-54 years,36,832,55,16,,80
9/16/2020,2/1/2020,9/12/2020,Minnesota,Male,50-64 years,125,"2,557",152,47,13,243
9/16/2020,2/1/2020,9/12/2020,Minnesota,Male,55-64 years,100,"2,017",115,37,,187
9/16/2020,2/1/2020,9/12/2020,Minnesota,Male,65-74 years,175,"3,036",220,64,15,345
9/16/2020,2/1/2020,9/12/2020,Minnesota,Male,75-84 years,258,"3,663",315,71,14,516
9/16/2020,2/1/2020,9/12/2020,Minnesota,Male,85 years and over,310,"4,173",345,75,12,592
9/16/2020,2/1/2020,9/12/2020,Minnesota,Female,Under 1 year,,60,,0,0,
9/16/2020,2/1/2020,9/12/2020,Minnesota,Female,1-4 years,0,14,,0,0,
9/16/2020,2/1/2020,9/12/2020,Minnesota,Female,5-14 years,0,12,,0,0,
9/16/2020,2/1/2020,9/12/2020,Minnesota,Female,15-24 years,0,72,,0,0,
9/16/2020,2/1/2020,9/12/2020,Minnesota,Female,18-29 years,,116,,0,0,
9/16/2020,2/1/2020,9/12/2020,Minnesota,Female,25-34 years,,175,,,,12
9/16/2020,2/1/2020,9/12/2020,Minnesota,Female,30-49 years,14,557,27,,,43
9/16/2020,2/1/2020,9/12/2020,Minnesota,Female,35-44 years,,268,12,,,18
9/16/2020,2/1/2020,9/12/2020,Minnesota,Female,45-54 years,17,503,29,,,48
9/16/2020,2/1/2020,9/12/2020,Minnesota,Female,50-64 years,59,"1,555",108,19,16,164
9/16/2020,2/1/2020,9/12/2020,Minnesota,Female,55-64 years,47,"1,233",90,17,14,134
9/16/2020,2/1/2020,9/12/2020,Minnesota,Female,65-74 years,142,"2,237",175,54,13,276
9/16/2020,2/1/2020,9/12/2020,Minnesota,Female,75-84 years,236,"3,519",267,69,11,445
9/16/2020,2/1/2020,9/12/2020,Minnesota,Female,85 years and over,489,"6,454",444,105,16,844
9/16/2020,2/1/2020,9/12/2020,Minnesota,Unknown,Under 1 year,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Minnesota,Unknown,1-4 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Minnesota,Unknown,5-14 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Minnesota,Unknown,15-24 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Minnesota,Unknown,18-29 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Minnesota,Unknown,25-34 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Minnesota,Unknown,30-49 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Minnesota,Unknown,35-44 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Minnesota,Unknown,45-54 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Minnesota,Unknown,50-64 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Minnesota,Unknown,55-64 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Minnesota,Unknown,65-74 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Minnesota,Unknown,75-84 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Minnesota,Unknown,85 years and over,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Mississippi,Male,Under 1 year,0,66,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Mississippi,Male,1-4 years,0,24,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Mississippi,Male,5-14 years,0,33,,0,,
9/16/2020,2/1/2020,9/12/2020,Mississippi,Male,15-24 years,,202,,,0,
9/16/2020,2/1/2020,9/12/2020,Mississippi,Male,18-29 years,,344,,,,13
9/16/2020,2/1/2020,9/12/2020,Mississippi,Male,25-34 years,13,367,17,,,25
9/16/2020,2/1/2020,9/12/2020,Mississippi,Male,30-49 years,78,"1,117",85,38,,129
9/16/2020,2/1/2020,9/12/2020,Mississippi,Male,35-44 years,33,523,40,18,,57
9/16/2020,2/1/2020,9/12/2020,Mississippi,Male,45-54 years,78,922,80,41,,120
9/16/2020,2/1/2020,9/12/2020,Mississippi,Male,50-64 years,230,"2,650",310,130,,417
9/16/2020,2/1/2020,9/12/2020,Mississippi,Male,55-64 years,187,"2,128",262,105,,350
9/16/2020,2/1/2020,9/12/2020,Mississippi,Male,65-74 years,350,"2,915",391,190,,560
9/16/2020,2/1/2020,9/12/2020,Mississippi,Male,75-84 years,348,"2,809",380,188,,547
9/16/2020,2/1/2020,9/12/2020,Mississippi,Male,85 years and over,221,"1,978",263,108,,377
9/16/2020,2/1/2020,9/12/2020,Mississippi,Female,Under 1 year,0,52,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Mississippi,Female,1-4 years,0,,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Mississippi,Female,5-14 years,0,20,0,0,,
9/16/2020,2/1/2020,9/12/2020,Mississippi,Female,15-24 years,,58,,,0,
9/16/2020,2/1/2020,9/12/2020,Mississippi,Female,18-29 years,,110,,,0,10
9/16/2020,2/1/2020,9/12/2020,Mississippi,Female,25-34 years,11,151,14,,,18
9/16/2020,2/1/2020,9/12/2020,Mississippi,Female,30-49 years,75,697,73,37,,115
9/16/2020,2/1/2020,9/12/2020,Mississippi,Female,35-44 years,32,322,30,16,,49
9/16/2020,2/1/2020,9/12/2020,Mississippi,Female,45-54 years,86,657,79,40,,127
9/16/2020,2/1/2020,9/12/2020,Mississippi,Female,50-64 years,227,"1,769",232,126,,342
9/16/2020,2/1/2020,9/12/2020,Mississippi,Female,55-64 years,178,"1,393",187,103,,269
9/16/2020,2/1/2020,9/12/2020,Mississippi,Female,65-74 years,261,"2,143",301,142,,421
9/16/2020,2/1/2020,9/12/2020,Mississippi,Female,75-84 years,301,"2,746",335,150,,491
9/16/2020,2/1/2020,9/12/2020,Mississippi,Female,85 years and over,370,"3,405",355,153,,575
9/16/2020,2/1/2020,9/12/2020,Mississippi,Unknown,Under 1 year,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Mississippi,Unknown,1-4 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Mississippi,Unknown,5-14 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Mississippi,Unknown,15-24 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Mississippi,Unknown,18-29 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Mississippi,Unknown,25-34 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Mississippi,Unknown,30-49 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Mississippi,Unknown,35-44 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Mississippi,Unknown,45-54 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Mississippi,Unknown,50-64 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Mississippi,Unknown,55-64 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Mississippi,Unknown,65-74 years,0,,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Mississippi,Unknown,75-84 years,,,,,0,
9/16/2020,2/1/2020,9/12/2020,Mississippi,Unknown,85 years and over,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Missouri,Male,Under 1 year,0,121,,0,0,
9/16/2020,2/1/2020,9/12/2020,Missouri,Male,1-4 years,0,31,,0,,
9/16/2020,2/1/2020,9/12/2020,Missouri,Male,5-14 years,0,47,,0,0,
9/16/2020,2/1/2020,9/12/2020,Missouri,Male,15-24 years,,370,,,,
9/16/2020,2/1/2020,9/12/2020,Missouri,Male,18-29 years,,641,,,,14
9/16/2020,2/1/2020,9/12/2020,Missouri,Male,25-34 years,,666,14,0,,21
9/16/2020,2/1/2020,9/12/2020,Missouri,Male,30-49 years,21,"1,703",58,,10,81
9/16/2020,2/1/2020,9/12/2020,Missouri,Male,35-44 years,10,822,23,,,29
9/16/2020,2/1/2020,9/12/2020,Missouri,Male,45-54 years,39,"1,378",67,15,,100
9/16/2020,2/1/2020,9/12/2020,Missouri,Male,50-64 years,136,"4,247",226,47,22,337
9/16/2020,2/1/2020,9/12/2020,Missouri,Male,55-64 years,108,"3,412",185,35,19,277
9/16/2020,2/1/2020,9/12/2020,Missouri,Male,65-74 years,207,"4,800",325,76,15,471
9/16/2020,2/1/2020,9/12/2020,Missouri,Male,75-84 years,250,"5,263",402,95,20,577
9/16/2020,2/1/2020,9/12/2020,Missouri,Male,85 years and over,220,"4,461",352,82,15,505
9/16/2020,2/1/2020,9/12/2020,Missouri,Female,Under 1 year,0,116,,0,0,
9/16/2020,2/1/2020,9/12/2020,Missouri,Female,1-4 years,0,21,,0,0,
9/16/2020,2/1/2020,9/12/2020,Missouri,Female,5-14 years,0,27,,0,,
9/16/2020,2/1/2020,9/12/2020,Missouri,Female,15-24 years,,131,,0,,
9/16/2020,2/1/2020,9/12/2020,Missouri,Female,18-29 years,,240,,,,
9/16/2020,2/1/2020,9/12/2020,Missouri,Female,25-34 years,,259,,,,
9/16/2020,2/1/2020,9/12/2020,Missouri,Female,30-49 years,20,902,34,,,52
9/16/2020,2/1/2020,9/12/2020,Missouri,Female,35-44 years,,449,20,,,27
9/16/2020,2/1/2020,9/12/2020,Missouri,Female,45-54 years,23,854,44,,,62
9/16/2020,2/1/2020,9/12/2020,Missouri,Female,50-64 years,84,"2,671",147,33,13,211
9/16/2020,2/1/2020,9/12/2020,Missouri,Female,55-64 years,70,"2,143",116,26,10,170
9/16/2020,2/1/2020,9/12/2020,Missouri,Female,65-74 years,144,"3,648",235,41,17,355
9/16/2020,2/1/2020,9/12/2020,Missouri,Female,75-84 years,211,"4,884",327,77,32,493
9/16/2020,2/1/2020,9/12/2020,Missouri,Female,85 years and over,404,"7,186",440,119,20,745
9/16/2020,2/1/2020,9/12/2020,Missouri,Unknown,Under 1 year,0,,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Missouri,Unknown,1-4 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Missouri,Unknown,5-14 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Missouri,Unknown,15-24 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Missouri,Unknown,18-29 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Missouri,Unknown,25-34 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Missouri,Unknown,30-49 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Missouri,Unknown,35-44 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Missouri,Unknown,45-54 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Missouri,Unknown,50-64 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Missouri,Unknown,55-64 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Missouri,Unknown,65-74 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Missouri,Unknown,75-84 years,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Missouri,Unknown,85 years and over,0,0,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Montana,Male,Under 1 year,0,17,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Montana,Male,1-4 years,0,,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Montana,Male,5-14 years,0,,0,0,0,0
9/16/2020,2/1/2020,9/12/2020,Montana,Male,15-24 years,0,72,0,0,0,0
