NAME,state,county,Estimate!!Total
"Polk County, Oregon",41,053,81427.0
"Deschutes County, Oregon",41,017,180640.0
"Yamhill County, Oregon",41,071,103820.0
"Klamath County, Oregon",41,035,66310.0
"Benton County, Oregon",41,003,89780.0
"Crook County, Oregon",41,013,22337.0
"Harney County, Oregon",41,025,7228.0
"Wallowa County, Oregon",41,063,6924.0
"Wheeler County, Oregon",41,069,1426.0
"Coos County, Oregon",41,011,63308.0
"Hood River County, Oregon",41,027,23131.0
"Multnomah County, Oregon",41,051,798647.0
"Franklin County, Pennsylvania",42,055,153751.0
"Bedford County, Pennsylvania",42,009,48611.0
"Somerset County, Pennsylvania",42,111,74949.0
"York County, Pennsylvania",42,133,444014.0
"Bradford County, Pennsylvania",42,015,61304.0
"Chester County, Pennsylvania",42,029,517156.0
"Indiana County, Pennsylvania",42,063,85755.0
"Washington County, Pennsylvania",42,125,207547.0
"Pike County, Pennsylvania",42,103,55498.0
"Lehigh County, Pennsylvania",42,077,362613.0
"Clarion County, Pennsylvania",42,031,38827.0
"Clearfield County, Pennsylvania",42,033,80216.0
"Lycoming County, Pennsylvania",42,081,114859.0
"Warren County, Pennsylvania",42,123,40035.0
"Elk County, Pennsylvania",42,047,30608.0
"Mercer County, Pennsylvania",42,085,112630.0
"Sullivan County, Pennsylvania",42,113,6177.0
"Kent County, Rhode Island",44,003,163861.0
"Washington County, Rhode Island",44,009,126242.0
"Oconee County, South Carolina",45,073,76696.0
"Allendale County, South Carolina",45,005,9214.0
"Chester County, South Carolina",45,023,32326.0
"Marion County, South Carolina",45,067,31562.0
"Charleston County, South Carolina",45,019,394708.0
"Marlboro County, South Carolina",45,069,27131.0
"Cherokee County, South Carolina",45,021,56711.0
"Jasper County, South Carolina",45,053,27900.0
"Lee County, South Carolina",45,061,17606.0
"Spartanburg County, South Carolina",45,083,302195.0
"Beaufort County, South Carolina",45,013,182658.0
"Saluda County, South Carolina",45,081,20299.0
"Hutchinson County, South Dakota",46,067,7315.0
"Buffalo County, South Dakota",46,017,2053.0
"Dewey County, South Dakota",46,041,5779.0
"Hughes County, South Dakota",46,065,17617.0
"Sanborn County, South Dakota",46,111,2388.0
"Hand County, South Dakota",46,059,3301.0
"Yankton County, South Dakota",46,135,22717.0
"Beadle County, South Dakota",46,005,18374.0
"Davison County, South Dakota",46,035,19901.0
"Jerauld County, South Dakota",46,073,2029.0
"Stanley County, South Dakota",46,117,2997.0
"Potter County, South Dakota",46,107,2326.0
"Charles Mix County, South Dakota",46,023,9344.0
"Marshall County, South Dakota",46,091,4895.0
"Moody County, South Dakota",46,101,6506.0
"Todd County, South Dakota",46,121,10146.0
"Lyman County, South Dakota",46,085,3869.0
"Spink County, South Dakota",46,115,6543.0
"Brookings County, South Dakota",46,011,34239.0
"Hamlin County, South Dakota",46,057,6000.0
"Houston County, Tennessee",47,083,8176.0
"Hardin County, Tennessee",47,071,25771.0
"Hardeman County, Tennessee",47,069,25562.0
"Polk County, Tennessee",47,139,16782.0
"White County, Tennessee",47,185,26580.0
"Unicoi County, Tennessee",47,171,17780.0
"Weakley County, Tennessee",47,183,33626.0
"Bledsoe County, Tennessee",47,007,14602.0
"Coffee County, Tennessee",47,031,54531.0
"Hawkins County, Tennessee",47,073,56402.0
"Macon County, Tennessee",47,111,23487.0
"Robertson County, Tennessee",47,147,69344.0
"Cheatham County, Tennessee",47,021,39929.0
"Giles County, Tennessee",47,055,29167.0
"Madison County, Tennessee",47,113,97682.0
"Pickett County, Tennessee",47,137,5088.0
"Wayne County, Tennessee",47,181,16649.0
"Bedford County, Tennessee",47,003,47558.0
"Cumberland County, Tennessee",47,035,58634.0
"Claiborne County, Tennessee",47,025,31613.0
"Humphreys County, Tennessee",47,085,18318.0
"Putnam County, Tennessee",47,141,76440.0
"Stewart County, Tennessee",47,161,13301.0
"Decatur County, Tennessee",47,039,11683.0
"McNairy County, Tennessee",47,109,25903.0
"Martin County, Texas",48,317,5614.0
"Bradley County, Tennessee",47,011,104557.0
"Kimble County, Texas",48,267,4408.0
"Van Zandt County, Texas",48,467,54368.0
"Yoakum County, Texas",48,501,8571.0
"Red River County, Texas",48,387,12275.0
"Sutton County, Texas",48,435,3865.0
"Upshur County, Texas",48,459,40769.0
"Wharton County, Texas",48,481,41551.0
"Borden County, Texas",48,033,665.0
"Marion County, Texas",48,315,10083.0
"Grayson County, Texas",48,181,128560.0
"Palo Pinto County, Texas",48,363,28317.0
"DeWitt County, Texas",48,123,20435.0
"Callahan County, Texas",48,059,13770.0
"Gregg County, Texas",48,183,123494.0
"Lubbock County, Texas",48,303,301454.0
"Kaufman County, Texas",48,257,118910.0
"Floyd County, Texas",48,153,5872.0
"Chambers County, Texas",48,071,40292.0
"Bell County, Texas",48,027,342236.0
"Hutchinson County, Texas",48,233,21571.0
"Orange County, Texas",48,361,84047.0
"Winkler County, Texas",48,495,7802.0
"Burnet County, Texas",48,053,45750.0
"Dallas County, Texas",48,113,2586552.0
"McMullen County, Texas",48,311,662.0
"Johnson County, Texas",48,251,163475.0
"Hartley County, Texas",48,205,5767.0
"Limestone County, Texas",48,293,23515.0
"Parker County, Texas",48,367,129802.0
"Culberson County, Texas",48,109,2241.0
"Garza County, Texas",48,169,6288.0
"Travis County, Texas",48,453,1203166.0
"Collingsworth County, Texas",48,087,2996.0
"Lamb County, Texas",48,279,13262.0
"Loving County, Texas",48,301,102.0
"Prentiss County, Mississippi",28,117,25360.0
"Jackson County, Mississippi",28,059,142014.0
"Tunica County, Mississippi",28,143,10170.0
"Claiborne County, Mississippi",28,021,9120.0
"Lauderdale County, Mississippi",28,075,77323.0
"Simpson County, Mississippi",28,127,27073.0
"Attala County, Mississippi",28,007,18581.0
"Coahoma County, Mississippi",28,027,23802.0
"Walthall County, Mississippi",28,147,14601.0
"Pontotoc County, Mississippi",28,115,31315.0
"Alcorn County, Mississippi",28,003,37180.0
"DeSoto County, Mississippi",28,033,176132.0
"Mercer County, Missouri",29,129,3664.0
"Clay County, Missouri",29,047,239164.0
"Dent County, Missouri",29,065,15504.0
"Worth County, Missouri",29,227,2040.0
"St. Louis city, Missouri",29,510,311273.0
"Butler County, Missouri",29,023,42733.0
"Holt County, Missouri",29,087,4456.0
"Montgomery County, Missouri",29,139,11545.0
"Stoddard County, Missouri",29,207,29512.0
"Washington County, Missouri",29,221,24931.0
"DeKalb County, Missouri",29,063,12564.0
"Lafayette County, Missouri",29,107,32589.0
"Schuyler County, Missouri",29,197,4502.0
"Camden County, Missouri",29,029,45096.0
"Jasper County, Missouri",29,097,119238.0
"McDonald County, Missouri",29,119,22827.0
"Polk County, Missouri",29,167,31549.0
"Reynolds County, Missouri",29,179,6315.0
"Scott County, Missouri",29,201,38729.0
"Barton County, Missouri",29,011,11850.0
"Cole County, Missouri",29,051,76740.0
"Gasconade County, Missouri",29,073,14746.0
"Macon County, Missouri",29,121,15254.0
"Pemiscot County, Missouri",29,155,17031.0
"Shannon County, Missouri",29,203,8246.0
"Douglas County, Missouri",29,067,13374.0
"Henry County, Missouri",29,083,21765.0
"Lawrence County, Missouri",29,109,38133.0
"Chouteau County, Montana",30,015,5789.0
"Lincoln County, Montana",30,053,19358.0
"Treasure County, Montana",30,103,777.0
"Sweet Grass County, Montana",30,097,3653.0
"Prairie County, Montana",30,079,1342.0
"Glacier County, Montana",30,035,13699.0
"Golden Valley County, Montana",30,037,724.0
"Stillwater County, Montana",30,095,9410.0
"Granite County, Montana",30,039,3269.0
"Madison County, Montana",30,057,8218.0
"Sheridan County, Montana",30,091,3574.0
"Big Horn County, Montana",30,003,13376.0
"Garfield County, Montana",30,033,1141.0
"Lewis and Clark County, Montana",30,049,67077.0
"Missoula County, Montana",30,063,115983.0
"Cascade County, Montana",30,013,81746.0
"Powell County, Montana",30,077,6861.0
"Gallatin County, Montana",30,031,104729.0
"Beaverhead County, Montana",30,001,9393.0
"Musselshell County, Montana",30,065,4807.0
"Sheridan County, Nebraska",31,161,5234.0
"Nuckolls County, Nebraska",31,129,4275.0
"Frontier County, Nebraska",31,063,2609.0
"Douglas County, Nebraska",31,055,554992.0
"Chase County, Nebraska",31,029,3734.0
"Arthur County, Nebraska",31,005,418.0
"Franklin County, Nebraska",31,061,3006.0
"Jefferson County, Nebraska",31,095,7188.0
"Loup County, Nebraska",31,115,585.0
"Phelps County, Nebraska",31,137,9120.0
"Scotts Bluff County, Nebraska",31,157,36255.0
"Kimball County, Nebraska",31,105,3667.0
"Merrick County, Nebraska",31,121,7803.0
"Burt County, Nebraska",31,021,6528.0
"Cuming County, Nebraska",31,039,8991.0
"Grant County, Nebraska",31,075,718.0
"Hayes County, Nebraska",31,085,943.0
"Cedar County, Nebraska",31,027,8523.0
"Johnson County, Nebraska",31,097,5197.0
"Garfield County, Nebraska",31,071,1975.0
"Pawnee County, Nebraska",31,133,2676.0
"Wheeler County, Nebraska",31,183,822.0
"York County, Nebraska",31,185,13799.0
"Colfax County, Nebraska",31,037,10760.0
"Logan County, Nebraska",31,113,886.0
"Polk County, Nebraska",31,143,5255.0
"Brown County, Nebraska",31,017,2988.0
"Lander County, Nevada",32,015,5746.0
"Eureka County, Nevada",32,011,1830.0
"Mercer County, New Jersey",34,021,368762.0
"Somerset County, New Jersey",34,035,330176.0
"Atlantic County, New Jersey",34,001,268539.0
"Middlesex County, New Jersey",34,023,826698.0
"Cape May County, New Jersey",34,009,93705.0
"Union County, New Jersey",34,039,553066.0
"Hunterdon County, New Jersey",34,019,125051.0
"Los Alamos County, New Mexico",35,028,18356.0
"Valencia County, New Mexico",35,061,75956.0
"Bernalillo County, New Mexico",35,001,677692.0
"De Baca County, New Mexico",35,011,2060.0
"Hidalgo County, New Mexico",35,023,4371.0
"Sandoval County, New Mexico",35,043,140769.0
"Curry County, New Mexico",35,009,50199.0
"Harding County, New Mexico",35,021,459.0
"San Juan County, New Mexico",35,045,127455.0
"Chaves County, New Mexico",35,005,65459.0
"Union County, New Mexico",35,059,4175.0
"Roosevelt County, New Mexico",35,041,19117.0
"Bronx County, New York",36,005,1437872.0
"Fulton County, New York",36,035,53743.0
"Rensselaer County, New York",36,083,159431.0
"Dutchess County, New York",36,027,293894.0
"Herkimer County, New York",36,043,62505.0
"St. Lawrence County, New York",36,089,109558.0
"Warren County, New York",36,113,64480.0
"Monroe County, New York",36,055,744248.0
"Ulster County, New York",36,111,179303.0
"Livingston County, New York",36,051,63907.0
"Greene County, New York",36,039,47617.0
"Allegany County, New York",36,003,47025.0
"Cattaraugus County, New York",36,009,77686.0
"Schenectady County, New York",36,093,154883.0
"Yates County, New York",36,123,25009.0
"Haywood County, North Carolina",37,087,60433.0
"Alleghany County, North Carolina",37,005,10973.0
"Cleveland County, North Carolina",37,045,97159.0
"Granville County, North Carolina",37,077,58874.0
"Hoke County, North Carolina",37,093,53239.0
"Iredell County, North Carolina",37,097,172525.0
"Pitt County, North Carolina",37,147,177372.0
"Cherokee County, North Carolina",37,039,27668.0
"Wilkes County, North Carolina",37,193,68460.0
"Alexander County, North Carolina",37,003,37119.0
"Carteret County, North Carolina",37,031,68920.0
"Pasquotank County, North Carolina",37,139,39479.0
"Swain County, North Carolina",37,173,14254.0
"Anson County, North Carolina",37,007,25306.0
"Franklin County, North Carolina",37,069,64902.0
"Macon County, North Carolina",37,113,34410.0
"Transylvania County, North Carolina",37,175,33513.0
"Columbus County, North Carolina",37,047,56293.0
"Montgomery County, North Carolina",37,123,27338.0
"Richmond County, North Carolina",37,153,45189.0
"Surry County, North Carolina",37,171,72099.0
"Buncombe County, North Carolina",37,021,254474.0
"Cabarrus County, North Carolina",37,025,201448.0
"Davidson County, North Carolina",37,057,164664.0
"Hertford County, North Carolina",37,091,24153.0
"Pender County, North Carolina",37,141,59020.0
"Watauga County, North Carolina",37,189,54117.0
"Tyrrell County, North Carolina",37,177,4119.0
"Traill County, North Dakota",38,097,8019.0
"Dickey County, North Dakota",38,021,4970.0
"Ward County, North Dakota",38,101,69034.0
"McHenry County, North Dakota",38,049,5927.0
"Benson County, North Dakota",38,005,6886.0
"Renville County, North Dakota",38,075,2495.0
"Burleigh County, North Dakota",38,015,93737.0
"Oliver County, North Dakota",38,065,1837.0
"Ramsey County, North Dakota",38,071,11557.0
"Griggs County, North Dakota",38,039,2266.0
"Sheridan County, North Dakota",38,083,1405.0
"Wells County, North Dakota",38,103,4055.0
"Mahoning County, Ohio",39,099,231064.0
"Scioto County, Ohio",39,145,76377.0
"Meigs County, Ohio",39,105,23160.0
"Pike County, Ohio",39,131,28214.0
"Hamilton County, Ohio",39,061,812037.0
"Erie County, Ohio",39,043,75136.0
"Lawrence County, Ohio",39,087,60622.0
"Tuscarawas County, Ohio",39,157,92526.0
"Brown County, Ohio",39,015,43679.0
"Licking County, Ohio",39,089,172293.0
"Carroll County, Ohio",39,019,27578.0
"Clermont County, Ohio",39,025,203216.0
"Highland County, Ohio",39,071,43007.0
"Portage County, Ohio",39,133,162644.0
"Belmont County, Ohio",39,013,68472.0
"Perry County, Ohio",39,127,35985.0
"Bandera County, Texas",48,019,21763.0
"Robertson County, Texas",48,395,16890.0
"Taylor County, Texas",48,441,136348.0
"Trinity County, Texas",48,455,14569.0
"Cochran County, Texas",48,079,2904.0
"Comal County, Texas",48,091,135097.0
"Houston County, Texas",48,225,22955.0
"Potter County, Texas",48,375,120899.0
"Scurry County, Texas",48,415,17239.0
"Crane County, Texas",48,103,4839.0
"Stonewall County, Texas",48,433,1385.0
"Brown County, Texas",48,049,37834.0
"Bee County, Texas",48,025,32691.0
"McCulloch County, Texas",48,307,8098.0
"Lee County, Texas",48,287,16952.0
"Ellis County, Texas",48,139,168838.0
"Kerr County, Texas",48,265,51365.0
"Falls County, Texas",48,145,17299.0
"Montgomery County, Iowa",19,137,10155.0
"Mahaska County, Iowa",19,123,22208.0
"Buchanan County, Iowa",19,019,21125.0
"Decatur County, Iowa",19,053,8044.0
"Jackson County, Kansas",20,085,13318.0
"Logan County, Kansas",20,109,2810.0
"Wyandotte County, Kansas",20,209,164345.0
"Clay County, Kansas",20,027,8142.0
"Saline County, Kansas",20,169,54977.0
"Wabaunsee County, Kansas",20,197,6888.0
"Mitchell County, Kansas",20,123,6222.0
"Atchison County, Kansas",20,005,16363.0
"Finney County, Kansas",20,055,36957.0
"Leavenworth County, Kansas",20,103,80042.0
"Stanton County, Kansas",20,187,2063.0
"Meade County, Kansas",20,119,4261.0
"Pratt County, Kansas",20,151,9582.0
"Anderson County, Kansas",20,003,7852.0
"Geary County, Kansas",20,061,34895.0
"Ford County, Kansas",20,057,34484.0
"Marshall County, Kansas",20,117,9798.0
"Cheyenne County, Kansas",20,023,2677.0
"Cowley County, Kansas",20,035,35591.0
"Franklin County, Kansas",20,059,25563.0
"Jewell County, Kansas",20,089,2916.0
"Rice County, Kansas",20,159,9762.0
"Chase County, Kansas",20,017,2645.0
"Wichita County, Kansas",20,203,2143.0
"Norton County, Kansas",20,137,5486.0
"Barton County, Kansas",20,009,26791.0
"Edwards County, Kansas",20,047,2925.0
"Rush County, Kansas",20,165,3102.0
"Marion County, Kansas",20,115,12032.0
"Ottawa County, Kansas",20,143,5902.0
"Barber County, Kansas",20,007,4733.0
"Dickinson County, Kansas",20,041,19004.0
"Trimble County, Kentucky",21,223,8637.0
"Hickman County, Kentucky",21,105,4568.0
"Nelson County, Kentucky",21,179,45388.0
"Grant County, Kentucky",21,081,24915.0
"Logan County, Kentucky",21,141,26849.0
"Pendleton County, Kentucky",21,191,14520.0
"Spencer County, Kentucky",21,215,18246.0
"Bath County, Kentucky",21,011,12268.0
"Boyle County, Kentucky",21,021,29913.0
"Harlan County, Kentucky",21,095,27134.0
"Lincoln County, Kentucky",21,137,24458.0
"Monroe County, Kentucky",21,171,10634.0
"Union County, Kentucky",21,225,14802.0
"Calloway County, Kentucky",21,035,38776.0
"Daviess County, Kentucky",21,059,99937.0
"Pulaski County, Kentucky",21,199,64145.0
"Henderson County, Kentucky",21,101,46137.0
"Knott County, Kentucky",21,119,15513.0
"Muhlenberg County, Kentucky",21,177,31081.0
"Adair County, Kentucky",21,001,19241.0
"Cumberland County, Kentucky",21,057,6713.0
"Lee County, Kentucky",21,129,6751.0
"Lewis County, Kentucky",21,135,13490.0
"Woodford County, Kentucky",21,239,26097.0
"Jessamine County, Kentucky",21,113,52422.0
"Letcher County, Kentucky",21,133,22676.0
"McCracken County, Kentucky",21,145,65284.0
"Whitley County, Kentucky",21,235,36089.0
"Floyd County, Kentucky",21,071,36926.0
"McCreary County, Kentucky",21,147,17635.0
"Metcalfe County, Kentucky",21,169,10004.0
"Rowan County, Kentucky",21,205,24499.0
"Clark County, Kentucky",21,049,35872.0
"Carroll County, Kentucky",21,041,10711.0
"Estill County, Kentucky",21,065,14313.0
"Greenup County, Kentucky",21,089,35765.0
"Carter County, Kentucky",21,043,27290.0
"Lafourche Parish, Louisiana",22,057,98214.0
"Jefferson Davis Parish, Louisiana",22,053,31467.0
"West Feliciana Parish, Louisiana",22,125,15377.0
"Beauregard Parish, Louisiana",22,011,36769.0
"Evangeline Parish, Louisiana",22,039,33636.0
"Lincoln Parish, Louisiana",22,061,47356.0
"Webster Parish, Louisiana",22,119,39631.0
"Iberville Parish, Louisiana",22,047,32956.0
"Morehouse Parish, Louisiana",22,067,25992.0
"Terrebonne Parish, Louisiana",22,109,112587.0
"Claiborne Parish, Louisiana",22,027,16153.0
"Avoyelles Parish, Louisiana",22,009,40882.0
"Pointe Coupee Parish, Louisiana",22,077,22158.0
"Vernon Parish, Louisiana",22,115,51007.0
"Sabine Parish, Louisiana",22,085,24088.0
"LaSalle Parish, Louisiana",22,059,14949.0
"Lincoln County, Maine",23,015,34067.0
"Piscataquis County, Maine",23,021,16887.0
"Washington County, Maine",23,029,31694.0
"Sagadahoc County, Maine",23,023,35277.0
"Kennebec County, Maine",23,011,121545.0
"Hancock County, Maine",23,009,54541.0
"Somerset County, Maryland",24,039,25737.0
"Allegany County, Maryland",24,001,71977.0
"Prince George's County, Maryland",24,033,906202.0
"Frederick County, Maryland",24,021,248472.0
"Kent County, Maryland",24,029,19593.0
"Worcester County, Massachusetts",25,027,822280.0
"Chippewa County, Michigan",26,033,37834.0
"Oakland County, Michigan",26,125,1250843.0
"Muskegon County, Michigan",26,121,173043.0
"Lapeer County, Michigan",26,087,88202.0
"Sanilac County, Michigan",26,151,41376.0
"Ontonagon County, Michigan",26,131,5968.0
"Alcona County, Michigan",26,001,10364.0
"Kalkaska County, Michigan",26,079,17463.0
"Ingham County, Michigan",26,065,289564.0
"Ogemaw County, Michigan",26,129,20928.0
"Wexford County, Michigan",26,165,33111.0
"Dickinson County, Michigan",26,043,25570.0
"Menominee County, Michigan",26,109,23234.0
"Missaukee County, Michigan",26,113,15006.0
"Van Buren County, Michigan",26,159,75272.0
"Barry County, Michigan",26,015,60057.0
"Benzie County, Michigan",26,019,17552.0
"Schoolcraft County, Michigan",26,153,8069.0
"Grand Traverse County, Michigan",26,055,91746.0
"Genesee County, Michigan",26,049,409361.0
"Livingston County, Michigan",26,093,188482.0
"Manistee County, Michigan",26,101,24444.0
"Gladwin County, Michigan",26,051,25289.0
"Lawrence County, Arkansas",05,075,16669.0
"Conway County, Arkansas",05,029,20906.0
"Arkansas County, Arkansas",05,001,18124.0
"Lonoke County, Arkansas",05,085,72206.0
"Merced County, California",06,047,269075.0
"Modoc County, California",06,049,8938.0
"Inyo County, California",06,027,18085.0
"Stanislaus County, California",06,099,539301.0
"Tehama County, California",06,103,63373.0
"San Benito County, California",06,069,59416.0
"El Dorado County, California",06,017,186661.0
"San Francisco County, California",06,075,870044.0
"Tulare County, California",06,107,460477.0
"Nevada County, California",06,057,99092.0
"Madera County, California",06,039,155013.0
"Trinity County, California",06,105,12862.0
"San Bernardino County, California",06,071,2135413.0
"Placer County, California",06,061,380077.0
"Solano County, California",06,095,438530.0
"Colusa County, California",06,011,21464.0
"Kings County, California",06,031,150075.0
"Fresno County, California",06,019,978130.0
"Ventura County, California",06,111,848112.0
"Weld County, Colorado",08,123,295123.0
"Custer County, Colorado",08,027,4640.0
"Douglas County, Colorado",08,035,328614.0
"La Plata County, Colorado",08,067,55101.0
"Rio Grande County, Colorado",08,105,11351.0
"Bent County, Colorado",08,011,5809.0
"San Juan County, Colorado",08,111,544.0
"Logan County, Colorado",08,075,21689.0
"Teller County, Colorado",08,119,24113.0
"Elbert County, Colorado",08,039,25162.0
"Lincoln County, Colorado",08,073,5548.0
"Alamosa County, Colorado",08,003,16444.0
"Fremont County, Colorado",08,043,47002.0
"Montrose County, Colorado",08,085,41268.0
"Saguache County, Colorado",08,109,6468.0
"Hinsdale County, Colorado",08,053,878.0
"Grand County, Colorado",08,049,15066.0
"Otero County, Colorado",08,089,18325.0
"Litchfield County, Connecticut",09,005,183031.0
"New London County, Connecticut",09,011,268881.0
"Wakulla County, Florida",12,129,31877.0
"Fairfield County, Connecticut",09,001,944348.0
"Kent County, Delaware",10,001,174822.0
"Hillsborough County, Florida",12,057,1378883.0
"Gulf County, Florida",12,045,16055.0
"Osceola County, Florida",12,097,338619.0
"Walton County, Florida",12,131,65858.0
"Jefferson County, Florida",12,065,14105.0
"Hardee County, Florida",12,049,27228.0
"Okeechobee County, Florida",12,093,40572.0
"Gilchrist County, Florida",12,041,17615.0
"Alachua County, Florida",12,001,263148.0
"Charlotte County, Florida",12,015,176954.0
"Martin County, Florida",12,085,157581.0
"Sarasota County, Florida",12,115,412144.0
"Citrus County, Florida",12,017,143087.0
"Santa Rosa County, Florida",12,113,170442.0
"Broward County, Florida",12,011,1909151.0
"Monroe County, Florida",12,087,76325.0
"Whitfield County, Georgia",13,313,103849.0
"Troup County, Georgia",13,285,69774.0
"Harris County, Georgia",13,145,33590.0
"Worth County, Georgia",13,321,20656.0
"Evans County, Georgia",13,109,10727.0
"Webster County, Georgia",13,307,2613.0
"Glascock County, Georgia",13,125,3009.0
"Chatham County, Georgia",13,051,287049.0
"Lanier County, Georgia",13,173,10366.0
"Madison County, Georgia",13,195,28900.0
"Hart County, Georgia",13,147,25631.0
"McIntosh County, Georgia",13,191,14120.0
"Putnam County, Georgia",13,237,21503.0
"Warren County, Georgia",13,301,5346.0
"Bryan County, Georgia",13,029,35885.0
"Camden County, Georgia",13,039,52714.0
"Early County, Georgia",13,099,10348.0
"Coffee County, Georgia",13,069,42961.0
"Gilmer County, Georgia",13,123,29922.0
"Wilkes County, Georgia",13,317,9884.0
"Gordon County, Georgia",13,129,56790.0
"Cherokee County, Georgia",13,057,241910.0
"Lee County, Georgia",13,177,29348.0
"Greene County, Georgia",13,133,16976.0
"Cook County, Georgia",13,075,17184.0
"Fulton County, Georgia",13,121,1021902.0
"Lumpkin County, Georgia",13,187,31951.0
"Miller County, Georgia",13,201,5836.0
"Oconee County, Georgia",13,219,37017.0
"Henry County, Georgia",13,151,221307.0
"Long County, Georgia",13,183,18156.0
"Stephens County, Georgia",13,257,25676.0
"Upson County, Georgia",13,293,26216.0
"Peach County, Georgia",13,225,26966.0
"Pierce County, Georgia",13,229,19164.0
"Screven County, Georgia",13,251,13990.0
"Banks County, Georgia",13,011,18510.0
"Clay County, Georgia",13,061,3001.0
"DeKalb County, Georgia",13,089,743187.0
"Jackson County, Georgia",13,157,65755.0
"Lincoln County, Georgia",13,181,7799.0
"Appling County, Georgia",13,001,18454.0
"Pulaski County, Georgia",13,235,11295.0
"Towns County, Georgia",13,281,11417.0
"Turner County, Georgia",13,287,7962.0
"Power County, Idaho",16,077,7713.0
"Oneida County, Idaho",16,071,4326.0
"Lincoln County, Idaho",16,063,5321.0
"Franklin County, Idaho",16,041,13279.0
"Jerome County, Idaho",16,053,23431.0
"Minidoka County, Idaho",16,067,20615.0
"Blaine County, Idaho",16,013,21994.0
"Boundary County, Idaho",16,021,11549.0
"Gooding County, Idaho",16,047,15169.0
"Bear Lake County, Idaho",16,007,5962.0
"Bonneville County, Idaho",16,019,112397.0
"Clearwater County, Idaho",16,035,8640.0
"Lemhi County, Idaho",16,059,7798.0
"Bonner County, Idaho",16,017,42711.0
"Custer County, Idaho",16,037,4141.0
"Madison County, Idaho",16,065,38705.0
"Teton County, Idaho",16,081,11080.0
"Honolulu County, Hawaii",15,003,987638.0
"Vermilion County, Illinois",17,183,78407.0
"Clark County, Illinois",17,023,15836.0
"Effingham County, Illinois",17,049,34174.0
"Hamilton County, Illinois",17,065,8221.0
"Johnson County, Illinois",17,087,12602.0
"Livingston County, Illinois",17,105,36324.0
"Tazewell County, Illinois",17,179,133852.0
"Warren County, Illinois",17,187,17338.0
"Madison County, Illinois",17,119,265670.0
"Mercer County, Illinois",17,131,15693.0
"Alexander County, Illinois",17,003,6532.0
"Randolph County, Illinois",17,157,32546.0
"Macon County, Illinois",17,115,106512.0
"Wayne County, Illinois",17,191,16487.0
"Franklin County, Illinois",17,055,39127.0
"McDonough County, Illinois",17,109,30875.0
"Moultrie County, Illinois",17,139,14703.0
"Pope County, Illinois",17,151,4249.0
"Shelby County, Illinois",17,173,21832.0
"Champaign County, Illinois",17,019,209448.0
"Ford County, Illinois",17,053,13398.0
"Kendall County, Illinois",17,093,124626.0
"Marion County, Illinois",17,121,38084.0
"Mason County, Illinois",17,125,13778.0
"Starke County, Indiana",18,149,22941.0
"Greene County, Indiana",18,055,32295.0
"Wayne County, Indiana",18,177,66613.0
"Dubois County, Indiana",18,037,42418.0
"Hancock County, Indiana",18,059,73830.0
"Ohio County, Indiana",18,115,5887.0
"Parke County, Indiana",18,121,16996.0
"Benton County, Indiana",18,007,8667.0
"Putnam County, Indiana",18,133,37559.0
"Washington County, Indiana",18,175,27827.0
"Henry County, Indiana",18,065,48483.0
"Madison County, Indiana",18,095,129505.0
"Pike County, Indiana",18,125,12411.0
"Steuben County, Indiana",18,151,34474.0
"Miami County, Indiana",18,103,35901.0
"Wells County, Indiana",18,179,27947.0
"Delaware County, Indiana",18,035,115616.0
"Jefferson County, Indiana",18,077,32237.0
"Newton County, Indiana",18,111,14018.0
"St. Joseph County, Indiana",18,141,269240.0
"Switzerland County, Indiana",18,155,10628.0
"Carroll County, Indiana",18,015,19994.0
"Huntington County, Indiana",18,069,36378.0
"White County, Indiana",18,181,24217.0
"Jay County, Indiana",18,075,20993.0
"Clark County, Indiana",18,019,115702.0
"Jefferson County, Iowa",19,101,18077.0
"Allamakee County, Iowa",19,005,13880.0
"Dallas County, Iowa",19,049,84002.0
"Butler County, Iowa",19,023,14735.0
"Fremont County, Iowa",19,071,6968.0
"Taylor County, Iowa",19,173,6201.0
"Worth County, Iowa",19,195,7489.0
"Adams County, Iowa",19,003,3726.0
"Chickasaw County, Iowa",19,037,12099.0
"Dickinson County, Iowa",19,059,17056.0
"Johnson County, Iowa",19,103,147001.0
"Tama County, Iowa",19,171,17136.0
"Franklin County, Iowa",19,069,10245.0
"Carroll County, Iowa",19,027,20344.0
"Floyd County, Iowa",19,067,15858.0
"Louisa County, Iowa",19,115,11223.0
"Lyon County, Iowa",19,119,11769.0
"Shelby County, Iowa",19,165,11694.0
"Henry County, Iowa",19,087,19926.0
"Page County, Iowa",19,145,15363.0
"Pottawattamie County, Iowa",19,155,93503.0
"Clayton County, Iowa",19,043,17672.0
"Buena Vista County, Iowa",19,021,20260.0
"Guthrie County, Iowa",19,077,10674.0
"Humboldt County, Iowa",19,091,9566.0
"Washington County, Iowa",19,183,22143.0
