NAME,state,county,Estimate!!Total!!Two or more races!!Two races including Some other race,Estimate!!Total!!Some other race alone,Estimate!!Total!!Two or more races,"Estimate!!Total!!Two or more races!!Two races excluding Some other race, and three or more races",Estimate!!Total!!White alone,Estimate!!Total,Estimate!!Total!!Native Hawaiian and Other Pacific Islander alone,Estimate!!Total!!Asian alone,Estimate!!Total!!American Indian and Alaska Native alone,Estimate!!Total!!Black or African American alone
"Cherry County, Nebraska",31,031,1.0,0.0,277.0,276.0,5291.0,5790.0,9.0,19.0,193.0,1.0
"Dodge County, Nebraska",31,053,50.0,499.0,734.0,684.0,34548.0,36683.0,60.0,158.0,348.0,336.0
"Fillmore County, Nebraska",31,059,0.0,31.0,52.0,52.0,5406.0,5574.0,0.0,17.0,37.0,31.0
"Garden County, Nebraska",31,069,0.0,7.0,12.0,12.0,1829.0,1860.0,0.0,0.0,8.0,4.0
"Hooker County, Nebraska",31,091,0.0,3.0,0.0,0.0,682.0,691.0,0.0,0.0,0.0,6.0
"Morrill County, Nebraska",31,123,28.0,65.0,93.0,65.0,4609.0,4841.0,0.0,12.0,21.0,41.0
"Nemaha County, Nebraska",31,127,10.0,20.0,56.0,46.0,6734.0,7004.0,1.0,52.0,36.0,105.0
"Seward County, Nebraska",31,159,39.0,145.0,288.0,249.0,16484.0,17127.0,0.0,97.0,31.0,82.0
"Thomas County, Nebraska",31,171,0.0,2.0,10.0,10.0,630.0,645.0,0.0,0.0,3.0,0.0
"Dakota County, Nebraska",31,043,54.0,3588.0,497.0,443.0,13995.0,20317.0,22.0,669.0,592.0,954.0
"Webster County, Nebraska",31,181,14.0,21.0,130.0,116.0,3401.0,3571.0,10.0,0.0,0.0,9.0
"Antelope County, Nebraska",31,003,0.0,54.0,35.0,35.0,6216.0,6372.0,0.0,10.0,9.0,48.0
"Butler County, Nebraska",31,023,6.0,68.0,95.0,89.0,7799.0,8067.0,0.0,53.0,16.0,36.0
"Clay County, Nebraska",31,035,29.0,54.0,120.0,91.0,6026.0,6232.0,0.0,10.0,18.0,4.0
"Custer County, Nebraska",31,041,8.0,78.0,150.0,142.0,10488.0,10830.0,0.0,80.0,9.0,25.0
"Gage County, Nebraska",31,067,23.0,117.0,171.0,148.0,20847.0,21595.0,23.0,125.0,152.0,160.0
"Hamilton County, Nebraska",31,081,13.0,137.0,94.0,81.0,8836.0,9178.0,0.0,6.0,57.0,48.0
"Kearney County, Nebraska",31,099,83.0,38.0,139.0,56.0,6321.0,6552.0,0.0,21.0,25.0,8.0
"Keith County, Nebraska",31,101,14.0,30.0,42.0,28.0,7798.0,8099.0,16.0,56.0,87.0,70.0
"Madison County, Nebraska",31,119,65.0,899.0,468.0,403.0,32216.0,35164.0,0.0,527.0,533.0,521.0
"Perkins County, Nebraska",31,135,0.0,7.0,15.0,15.0,2876.0,2907.0,0.0,0.0,1.0,8.0
"Saunders County, Nebraska",31,155,4.0,52.0,310.0,306.0,20468.0,21024.0,0.0,71.0,59.0,64.0
"Wayne County, Nebraska",31,179,4.0,83.0,112.0,108.0,8905.0,9367.0,0.0,48.0,53.0,166.0
"Keya Paha County, Nebraska",31,103,4.0,1.0,11.0,7.0,780.0,792.0,0.0,0.0,0.0,0.0
"Knox County, Nebraska",31,107,10.0,81.0,137.0,127.0,7345.0,8460.0,11.0,27.0,836.0,23.0
"Lincoln County, Nebraska",31,111,91.0,221.0,737.0,646.0,33735.0,35433.0,12.0,118.0,126.0,484.0
"Pierce County, Nebraska",31,139,7.0,4.0,115.0,108.0,6977.0,7157.0,6.0,30.0,8.0,17.0
"Sioux County, Nebraska",31,165,0.0,0.0,90.0,90.0,1164.0,1266.0,0.0,3.0,3.0,6.0
"Cass County, Nebraska",31,025,57.0,166.0,478.0,421.0,24747.0,25702.0,55.0,73.0,30.0,153.0
"Dixon County, Nebraska",31,051,0.0,200.0,84.0,84.0,5417.0,5746.0,0.0,4.0,25.0,16.0
"Dundy County, Nebraska",31,057,0.0,0.0,10.0,10.0,2007.0,2023.0,0.0,0.0,2.0,4.0
"Greeley County, Nebraska",31,077,0.0,20.0,14.0,14.0,2350.0,2410.0,0.0,10.0,4.0,12.0
"Hall County, Nebraska",31,079,237.0,3787.0,971.0,734.0,53784.0,61343.0,219.0,691.0,358.0,1533.0
"Otoe County, Nebraska",31,131,82.0,253.0,407.0,325.0,15046.0,15896.0,0.0,42.0,87.0,61.0
"Red Willow County, Nebraska",31,145,0.0,69.0,219.0,219.0,10398.0,10806.0,0.0,21.0,19.0,80.0
"Dawes County, Nebraska",31,045,0.0,38.0,287.0,287.0,7938.0,8896.0,0.0,51.0,410.0,172.0
"Cheyenne County, Nebraska",31,033,11.0,41.0,209.0,198.0,9404.0,9852.0,2.0,126.0,60.0,10.0
"Dawson County, Nebraska",31,047,6.0,778.0,216.0,210.0,21056.0,23804.0,19.0,80.0,187.0,1468.0
"Valley County, Nebraska",31,175,0.0,3.0,37.0,37.0,4148.0,4224.0,0.0,0.0,16.0,20.0
"McPherson County, Nebraska",31,117,0.0,4.0,15.0,15.0,435.0,454.0,0.0,0.0,0.0,0.0
"Nance County, Nebraska",31,125,0.0,2.0,0.0,0.0,3520.0,3554.0,0.0,2.0,14.0,16.0
"Stanton County, Nebraska",31,167,0.0,25.0,43.0,43.0,5811.0,5992.0,0.0,28.0,0.0,85.0
"Harlan County, Nebraska",31,083,26.0,46.0,49.0,23.0,3283.0,3438.0,1.0,12.0,19.0,28.0
"Blaine County, Nebraska",31,009,0.0,0.0,0.0,0.0,480.0,480.0,0.0,0.0,0.0,0.0
"Buffalo County, Nebraska",31,019,72.0,1630.0,881.0,809.0,45183.0,49030.0,7.0,696.0,70.0,563.0
"Deuel County, Nebraska",31,049,0.0,30.0,28.0,28.0,1790.0,1894.0,0.0,13.0,29.0,4.0
"Hitchcock County, Nebraska",31,087,2.0,1.0,5.0,3.0,2832.0,2843.0,0.0,0.0,2.0,3.0
"Platte County, Nebraska",31,141,95.0,638.0,351.0,256.0,31534.0,33063.0,3.0,254.0,123.0,160.0
"Thayer County, Nebraska",31,169,10.0,17.0,93.0,83.0,4948.0,5098.0,0.0,0.0,17.0,23.0
"Box Butte County, Nebraska",31,013,78.0,94.0,317.0,239.0,10176.0,11089.0,0.0,33.0,427.0,42.0
"Churchill County, Nevada",32,001,102.0,531.0,912.0,810.0,20192.0,24010.0,50.0,663.0,1074.0,588.0
"Douglas County, Nevada",32,005,83.0,1577.0,1389.0,1306.0,42695.0,47828.0,153.0,686.0,1016.0,312.0
"Pershing County, Nevada",32,027,24.0,315.0,244.0,220.0,5369.0,6611.0,30.0,92.0,269.0,292.0
"Esmeralda County, Nevada",32,009,0.0,31.0,1.0,1.0,931.0,981.0,0.0,0.0,7.0,11.0
"Humboldt County, Nevada",32,013,38.0,745.0,276.0,238.0,14803.0,16904.0,0.0,84.0,926.0,70.0
"Mineral County, Nevada",32,021,63.0,54.0,174.0,111.0,2975.0,4448.0,0.0,129.0,1005.0,111.0
"White Pine County, Nevada",32,033,15.0,103.0,115.0,100.0,8335.0,9737.0,15.0,111.0,540.0,518.0
"Elko County, Nevada",32,007,144.0,2094.0,660.0,516.0,45135.0,52252.0,119.0,593.0,3362.0,289.0
"Lincoln County, Nevada",32,017,1.0,251.0,43.0,42.0,4614.0,5174.0,0.0,62.0,12.0,192.0
"Nye County, Nevada",32,023,110.0,3334.0,1483.0,1373.0,36290.0,43705.0,166.0,728.0,651.0,1053.0
"Storey County, Nevada",32,029,0.0,14.0,263.0,263.0,3519.0,3941.0,0.0,38.0,75.0,32.0
"Washoe County, Nevada",32,031,3338.0,31573.0,19913.0,16575.0,355208.0,450486.0,2802.0,23612.0,7048.0,10330.0
"Clark County, Nevada",32,003,19190.0,246907.0,111442.0,92252.0,1299138.0,2141574.0,15846.0,205824.0,16590.0,245827.0
"Carson City, Nevada",32,510,132.0,5405.0,1509.0,1377.0,43725.0,54467.0,37.0,1471.0,1366.0,954.0
"Lyon County, Nevada",32,019,191.0,3099.0,2015.0,1824.0,45271.0,53155.0,84.0,593.0,1556.0,537.0
"Cheshire County, New Hampshire",33,005,333.0,211.0,1603.0,1270.0,72655.0,76263.0,9.0,1054.0,144.0,587.0
"Merrimack County, New Hampshire",33,013,145.0,559.0,2802.0,2657.0,140759.0,149452.0,19.0,3103.0,253.0,1957.0
"Grafton County, New Hampshire",33,009,94.0,205.0,1712.0,1618.0,83035.0,89811.0,50.0,3336.0,357.0,1116.0
"Rockingham County, New Hampshire",33,015,573.0,1714.0,5626.0,5053.0,289348.0,305129.0,0.0,5971.0,175.0,2295.0
"Belknap County, New Hampshire",33,001,48.0,88.0,901.0,853.0,58506.0,60640.0,15.0,484.0,231.0,415.0
"Sullivan County, New Hampshire",33,019,14.0,36.0,616.0,602.0,41564.0,43125.0,0.0,329.0,221.0,359.0
"Hillsborough County, New Hampshire",33,011,1011.0,3299.0,10276.0,9265.0,368550.0,411087.0,200.0,16744.0,488.0,11530.0
"Strafford County, New Hampshire",33,017,289.0,345.0,3130.0,2841.0,119002.0,128237.0,26.0,4556.0,67.0,1111.0
"Coos County, New Hampshire",33,007,108.0,135.0,559.0,451.0,30086.0,32038.0,27.0,199.0,112.0,920.0
"Carroll County, New Hampshire",33,003,42.0,37.0,665.0,623.0,46509.0,47840.0,13.0,348.0,42.0,226.0
"Monmouth County, New Jersey",34,025,2052.0,17875.0,12799.0,10747.0,513711.0,623387.0,271.0,33772.0,1000.0,43959.0
"Sussex County, New Jersey",34,037,266.0,1612.0,2183.0,1917.0,132221.0,142298.0,27.0,2943.0,50.0,3262.0
"Cumberland County, New Jersey",34,011,1314.0,10815.0,6581.0,5267.0,103099.0,153400.0,14.0,2182.0,1136.0,29573.0
"Essex County, New Jersey",34,013,4908.0,79630.0,19546.0,14638.0,334450.0,793555.0,240.0,41500.0,1997.0,316192.0
"Ocean County, New Jersey",34,029,1412.0,12518.0,9528.0,8116.0,539689.0,591939.0,275.0,11407.0,337.0,18185.0
"Gloucester County, New Jersey",34,015,1945.0,5743.0,8246.0,6301.0,237686.0,290852.0,89.0,8949.0,183.0,29956.0
"Salem County, New Jersey",34,033,243.0,1083.0,1932.0,1689.0,51120.0,63336.0,0.0,666.0,182.0,8353.0
"Passaic County, New Jersey",34,031,4115.0,89838.0,15107.0,10992.0,313306.0,504041.0,171.0,26351.0,1831.0,57437.0
"Camden County, New Jersey",34,007,3041.0,43095.0,15099.0,12058.0,320830.0,507367.0,230.0,29045.0,1172.0,97896.0
"Bergen County, New Jersey",34,003,4845.0,35708.0,22954.0,18109.0,663672.0,929999.0,336.0,150137.0,1695.0,55497.0
"Warren County, New Jersey",34,041,187.0,2046.0,2168.0,1981.0,94352.0,106293.0,15.0,2849.0,156.0,4707.0
"Hudson County, New Jersey",34,017,7369.0,91021.0,22761.0,15392.0,368360.0,668631.0,600.0,100564.0,2110.0,83215.0
"Burlington County, New Jersey",34,005,1774.0,10058.0,17500.0,15726.0,322158.0,446367.0,255.0,21620.0,345.0,74431.0
"Morris County, New Jersey",34,027,1454.0,12759.0,9825.0,8371.0,403998.0,494383.0,109.0,50403.0,684.0,16605.0
"Rio Arriba County, New Mexico",35,039,503.0,10172.0,905.0,402.0,21382.0,39307.0,5.0,188.0,6418.0,237.0
"San Miguel County, New Mexico",35,047,496.0,10315.0,1036.0,540.0,15503.0,28034.0,59.0,375.0,370.0,376.0
"Torrance County, New Mexico",35,057,83.0,307.0,514.0,431.0,14278.0,15595.0,0.0,57.0,166.0,273.0
"Otero County, New Mexico",35,035,451.0,4121.0,2249.0,1798.0,51539.0,65745.0,152.0,941.0,4385.0,2358.0
"Cibola County, New Mexico",35,006,171.0,1856.0,776.0,605.0,12624.0,26978.0,6.0,93.0,11318.0,305.0
"Guadalupe County, New Mexico",35,019,24.0,511.0,136.0,112.0,3605.0,4382.0,0.0,0.0,71.0,59.0
"Catron County, New Mexico",35,003,0.0,16.0,11.0,11.0,3504.0,3539.0,0.0,6.0,2.0,0.0
"Grant County, New Mexico",35,017,218.0,342.0,559.0,341.0,26268.0,28061.0,6.0,79.0,610.0,197.0
"Luna County, New Mexico",35,029,236.0,877.0,416.0,180.0,22208.0,24264.0,9.0,168.0,250.0,336.0
"McKinley County, New Mexico",35,031,281.0,2676.0,2070.0,1789.0,10948.0,72849.0,30.0,746.0,55891.0,488.0
"Taos County, New Mexico",35,055,185.0,1648.0,606.0,421.0,28029.0,32888.0,1.0,77.0,2375.0,152.0
"Colfax County, New Mexico",35,007,120.0,912.0,414.0,294.0,10673.0,12353.0,0.0,42.0,245.0,67.0
"Eddy County, New Mexico",35,015,203.0,2324.0,855.0,652.0,52273.0,57437.0,0.0,225.0,869.0,891.0
"Mora County, New Mexico",35,033,36.0,1839.0,36.0,0.0,2684.0,4563.0,0.0,0.0,3.0,1.0
"Quay County, New Mexico",35,037,33.0,316.0,112.0,79.0,7551.0,8373.0,19.0,90.0,157.0,128.0
"Lincoln County, New Mexico",35,027,37.0,178.0,471.0,434.0,18236.0,19482.0,0.0,91.0,327.0,179.0
"Lea County, New Mexico",35,025,323.0,3042.0,1422.0,1099.0,62145.0,70126.0,27.0,155.0,628.0,2707.0
"Santa Fe County, New Mexico",35,049,1611.0,12132.0,4123.0,2512.0,124370.0,148917.0,175.0,1885.0,4736.0,1496.0
"Sierra County, New Mexico",35,051,79.0,310.0,309.0,230.0,10005.0,11135.0,0.0,70.0,376.0,65.0
"Socorro County, New Mexico",35,053,121.0,527.0,676.0,555.0,13312.0,17000.0,0.0,507.0,1915.0,63.0
"Do�a Ana County, New Mexico",35,013,1011.0,13246.0,3850.0,2839.0,189377.0,215338.0,61.0,2276.0,2441.0,4087.0
"Schoharie County, New York",36,095,36.0,128.0,346.0,310.0,30007.0,31364.0,13.0,280.0,49.0,541.0
"Onondaga County, New York",36,067,1329.0,4765.0,15978.0,14649.0,370976.0,464242.0,116.0,17130.0,2389.0,52888.0
"Clinton County, New York",36,019,110.0,1474.0,1037.0,927.0,73391.0,80794.0,26.0,1183.0,208.0,3475.0
"Seneca County, New York",36,099,28.0,234.0,625.0,597.0,31669.0,34612.0,0.0,242.0,135.0,1707.0
"Putnam County, New York",36,079,434.0,4834.0,2203.0,1769.0,86904.0,99070.0,24.0,2019.0,205.0,2881.0
"Franklin County, New York",36,033,213.0,1099.0,883.0,670.0,41778.0,50692.0,94.0,255.0,3618.0,2965.0
"Ontario County, New York",36,069,331.0,1480.0,1776.0,1445.0,101467.0,109472.0,37.0,1455.0,487.0,2770.0
"Queens County, New York",36,081,30729.0,309236.0,79731.0,49002.0,896722.0,2298513.0,1100.0,580709.0,9977.0,421038.0
"Steuben County, New York",36,101,81.0,374.0,1382.0,1301.0,92017.0,96927.0,15.0,1484.0,102.0,1553.0
"Hamilton County, New York",36,041,0.0,14.0,86.0,86.0,4420.0,4575.0,1.0,1.0,16.0,37.0
"Washington County, New York",36,115,92.0,376.0,909.0,817.0,57974.0,61828.0,0.0,347.0,197.0,2025.0
"Chautauqua County, New York",36,013,217.0,2586.0,2700.0,2483.0,119857.0,129656.0,68.0,694.0,425.0,3326.0
"Kings County, New York",36,047,16090.0,230448.0,76629.0,60539.0,1130251.0,2600747.0,1047.0,306829.0,8427.0,847116.0
"New York County, New York",36,061,18768.0,193569.0,75450.0,56682.0,917402.0,1632480.0,867.0,196347.0,6995.0,241850.0
"Tioga County, New York",36,107,48.0,103.0,794.0,746.0,47371.0,49045.0,18.0,346.0,91.0,322.0
"Cayuga County, New York",36,011,208.0,552.0,1799.0,1591.0,71522.0,77868.0,0.0,399.0,235.0,3361.0
"Orleans County, New York",36,073,58.0,802.0,751.0,693.0,36583.0,41175.0,21.0,326.0,151.0,2541.0
"Saratoga County, New York",36,091,333.0,1236.0,3949.0,3616.0,211245.0,227377.0,37.0,6478.0,472.0,3960.0
"Rockland County, New York",36,087,2687.0,26239.0,8972.0,6285.0,228967.0,323686.0,33.0,19216.0,544.0,39715.0
"Columbia County, New York",36,021,151.0,1011.0,1742.0,1591.0,54318.0,60919.0,0.0,1127.0,33.0,2688.0
"Lewis County, New York",36,049,54.0,186.0,275.0,221.0,25829.0,26719.0,23.0,145.0,55.0,206.0
"Niagara County, New York",36,063,439.0,1590.0,5222.0,4783.0,185192.0,211704.0,75.0,2277.0,2203.0,15145.0
"Westchester County, New York",36,119,8890.0,104252.0,29797.0,20907.0,630592.0,968815.0,262.0,57410.0,4059.0,142443.0
"Delaware County, New York",36,025,77.0,393.0,721.0,644.0,43108.0,45502.0,8.0,363.0,70.0,839.0
"Essex County, New York",36,031,150.0,460.0,700.0,550.0,35186.0,37751.0,8.0,134.0,78.0,1185.0
"Montgomery County, New York",36,057,411.0,3059.0,1457.0,1046.0,43412.0,49426.0,0.0,420.0,71.0,1007.0
"Nassau County, New York",36,059,11239.0,96581.0,41128.0,29889.0,930446.0,1356564.0,351.0,125767.0,3583.0,158708.0
"Richmond County, New York",36,085,2363.0,18757.0,11790.0,9427.0,352259.0,474101.0,197.0,41427.0,1080.0,48591.0
"Schuyler County, New York",36,097,17.0,32.0,245.0,228.0,17353.0,17992.0,0.0,107.0,31.0,224.0
"Tompkins County, New York",36,109,239.0,1300.0,3825.0,3586.0,82924.0,102962.0,31.0,10386.0,224.0,4272.0
"Chenango County, New York",36,017,99.0,233.0,866.0,767.0,46395.0,48348.0,10.0,206.0,166.0,472.0
"Cortland County, New York",36,023,21.0,227.0,1052.0,1031.0,45625.0,48123.0,9.0,387.0,111.0,712.0
"Jefferson County, New York",36,045,588.0,1708.0,4614.0,4026.0,98570.0,114448.0,245.0,1884.0,533.0,6894.0
"Oneida County, New York",36,065,730.0,3443.0,5464.0,4734.0,197739.0,230782.0,63.0,9184.0,491.0,14398.0
"Suffolk County, New York",36,103,7924.0,73643.0,34880.0,26956.0,1200553.0,1487901.0,451.0,57527.0,3967.0,116880.0
"Wyoming County, New York",36,121,62.0,454.0,729.0,667.0,37162.0,40565.0,0.0,155.0,228.0,1837.0
"Chemung County, New York",36,015,236.0,556.0,2842.0,2606.0,75443.0,85740.0,10.0,1333.0,294.0,5262.0
"Oswego County, New York",36,075,120.0,604.0,2202.0,2082.0,113885.0,119104.0,16.0,882.0,190.0,1325.0
"Otsego County, New York",36,077,247.0,624.0,1195.0,948.0,56254.0,60244.0,5.0,829.0,92.0,1245.0
"Wayne County, New York",36,117,255.0,786.0,1910.0,1655.0,84701.0,90856.0,78.0,606.0,144.0,2631.0
"Albany County, New York",36,001,1130.0,4527.0,11513.0,10383.0,232402.0,307426.0,133.0,19928.0,516.0,38407.0
"Broome County, New York",36,007,511.0,1791.0,5674.0,5163.0,167041.0,194402.0,89.0,8238.0,392.0,11177.0
"Erie County, New York",36,029,4132.0,20247.0,22490.0,18358.0,716987.0,919866.0,309.0,31800.0,4558.0,123475.0
"Madison County, New York",36,053,151.0,284.0,1083.0,932.0,67574.0,71359.0,73.0,630.0,464.0,1251.0
"Sullivan County, New York",36,105,232.0,3762.0,3061.0,2829.0,60702.0,75211.0,0.0,1198.0,191.0,6297.0
"Mitchell County, North Carolina",37,121,0.0,145.0,231.0,231.0,14502.0,15040.0,0.0,45.0,64.0,53.0
"Genesee County, New York",36,037,47.0,997.0,1420.0,1373.0,53404.0,58112.0,0.0,477.0,510.0,1304.0
"Orange County, New York",36,071,4029.0,32663.0,13342.0,9313.0,279802.0,378227.0,229.0,10034.0,1308.0,40849.0
"Greene County, North Carolina",37,079,54.0,524.0,582.0,528.0,12276.0,21008.0,0.0,20.0,104.0,7502.0
"Chowan County, North Carolina",37,041,22.0,386.0,236.0,214.0,8606.0,14205.0,3.0,73.0,62.0,4839.0
"Caldwell County, North Carolina",37,027,241.0,2875.0,1188.0,947.0,72907.0,81779.0,41.0,461.0,317.0,3990.0
"Catawba County, North Carolina",37,035,204.0,9607.0,3433.0,3229.0,123876.0,156729.0,0.0,6611.0,430.0,12772.0
"Craven County, North Carolina",37,049,89.0,1955.0,2552.0,2463.0,72467.0,103082.0,99.0,2848.0,799.0,22362.0
"Edgecombe County, North Carolina",37,065,173.0,1044.0,1004.0,831.0,20527.0,53332.0,57.0,55.0,96.0,30549.0
"Harnett County, North Carolina",37,085,734.0,7005.0,5356.0,4622.0,87990.0,130361.0,266.0,1407.0,1173.0,27164.0
"Henderson County, North Carolina",37,089,209.0,2808.0,1926.0,1717.0,103130.0,113625.0,151.0,1526.0,323.0,3761.0
"Hyde County, North Carolina",37,095,0.0,136.0,37.0,37.0,3578.0,5393.0,0.0,0.0,6.0,1636.0
"Mecklenburg County, North Carolina",37,119,2577.0,54331.0,30116.0,27539.0,574455.0,1054314.0,566.0,60906.0,3779.0,330161.0
"Northampton County, North Carolina",37,131,27.0,91.0,453.0,426.0,8069.0,20186.0,0.0,45.0,120.0,11408.0
"Rowan County, North Carolina",37,159,152.0,4723.0,2857.0,2705.0,107988.0,139605.0,30.0,1236.0,372.0,22399.0
"Vance County, North Carolina",37,181,269.0,814.0,913.0,644.0,19416.0,44482.0,28.0,288.0,744.0,22279.0
"Currituck County, North Carolina",37,053,36.0,252.0,581.0,545.0,23258.0,25796.0,6.0,94.0,132.0,1473.0
"Union County, North Carolina",37,179,432.0,3891.0,5114.0,4682.0,184834.0,226694.0,96.0,6151.0,690.0,25918.0
"Forsyth County, North Carolina",37,067,1038.0,9979.0,8783.0,7745.0,245930.0,371573.0,327.0,8403.0,1141.0,97010.0
"Nash County, North Carolina",37,127,470.0,3322.0,2596.0,2126.0,49720.0,94003.0,40.0,896.0,608.0,36821.0
"Bladen County, North Carolina",37,017,100.0,1399.0,375.0,275.0,19300.0,33778.0,0.0,35.0,842.0,11827.0
"Dare County, North Carolina",37,055,100.0,585.0,950.0,850.0,33092.0,35741.0,0.0,228.0,107.0,779.0
"Warren County, North Carolina",37,185,26.0,181.0,412.0,386.0,8025.0,20033.0,10.0,90.0,1153.0,10162.0
"Wilson County, North Carolina",37,195,243.0,4520.0,1969.0,1726.0,41594.0,81336.0,1.0,644.0,514.0,32094.0
"Bertie County, North Carolina",37,015,37.0,148.0,299.0,262.0,6841.0,19644.0,1.0,125.0,232.0,11998.0
"Gates County, North Carolina",37,073,0.0,10.0,180.0,180.0,7319.0,11563.0,0.0,55.0,108.0,3891.0
"Graham County, North Carolina",37,075,0.0,43.0,88.0,88.0,7514.0,8557.0,1.0,0.0,898.0,13.0
"Martin County, North Carolina",37,117,28.0,214.0,261.0,233.0,12561.0,23054.0,84.0,142.0,111.0,9681.0
"Madison County, North Carolina",37,115,62.0,92.0,241.0,179.0,20470.0,21405.0,0.0,119.0,120.0,363.0
"Pamlico County, North Carolina",37,137,68.0,157.0,458.0,390.0,9699.0,12742.0,0.0,75.0,29.0,2324.0
"Perquimans County, North Carolina",37,143,5.0,58.0,96.0,91.0,9903.0,13459.0,11.0,39.0,54.0,3298.0
"Polk County, North Carolina",37,149,0.0,606.0,196.0,196.0,18497.0,20458.0,4.0,77.0,16.0,1062.0
"Randolph County, North Carolina",37,151,312.0,8103.0,2810.0,2498.0,120675.0,142958.0,92.0,1663.0,662.0,8953.0
"Rockingham County, North Carolina",37,157,112.0,2487.0,1788.0,1676.0,69070.0,91270.0,59.0,583.0,425.0,16858.0
"Stokes County, North Carolina",37,169,132.0,273.0,615.0,483.0,42680.0,45905.0,13.0,173.0,188.0,1963.0
"Washington County, North Carolina",37,187,121.0,253.0,415.0,294.0,5670.0,12156.0,0.0,21.0,42.0,5755.0
"Camden County, North Carolina",37,029,0.0,24.0,141.0,141.0,8614.0,10447.0,0.0,186.0,20.0,1462.0
"Clay County, North Carolina",37,043,0.0,9.0,42.0,42.0,10464.0,10813.0,16.0,20.0,36.0,226.0
"Cumberland County, North Carolina",37,051,1397.0,8603.0,19365.0,17968.0,167727.0,332106.0,931.0,8350.0,4626.0,122504.0
"Gaston County, North Carolina",37,071,302.0,5752.0,5318.0,5016.0,166636.0,216585.0,147.0,3358.0,758.0,34616.0
"Guilford County, North Carolina",37,081,1470.0,13409.0,12854.0,11384.0,292060.0,523582.0,287.0,25680.0,2507.0,176785.0
"Jackson County, North Carolina",37,099,168.0,779.0,1348.0,1180.0,35367.0,42256.0,0.0,296.0,3480.0,986.0
"Moore County, North Carolina",37,125,130.0,781.0,1476.0,1346.0,79016.0,95629.0,100.0,1313.0,823.0,12120.0
"Robeson County, North Carolina",37,155,351.0,6748.0,2984.0,2633.0,38137.0,133442.0,20.0,831.0,52630.0,32092.0
"Stanly County, North Carolina",37,167,66.0,514.0,1052.0,986.0,51312.0,61114.0,9.0,1173.0,220.0,6834.0
"Wake County, North Carolina",37,183,3557.0,39465.0,32247.0,28690.0,688209.0,1046558.0,434.0,69931.0,3675.0,212597.0
"Yancey County, North Carolina",37,199,18.0,145.0,265.0,247.0,16986.0,17667.0,6.0,43.0,93.0,129.0
"Chatham County, North Carolina",37,037,256.0,2272.0,1984.0,1728.0,56190.0,69791.0,30.0,1083.0,159.0,8073.0
"McDowell County, North Carolina",37,111,12.0,1260.0,624.0,612.0,41076.0,45109.0,14.0,337.0,173.0,1625.0
"Johnston County, North Carolina",37,101,927.0,5576.0,5008.0,4081.0,148193.0,191172.0,62.0,1150.0,1346.0,29837.0
"Jones County, North Carolina",37,103,0.0,101.0,142.0,142.0,6363.0,9695.0,0.0,19.0,42.0,3028.0
"Person County, North Carolina",37,145,147.0,720.0,913.0,766.0,26797.0,39305.0,16.0,168.0,194.0,10497.0
"Brunswick County, North Carolina",37,019,173.0,3246.0,2714.0,2541.0,106198.0,126860.0,36.0,779.0,791.0,13096.0
"Ashe County, North Carolina",37,009,162.0,470.0,413.0,251.0,25468.0,26786.0,19.0,120.0,97.0,199.0
"Beaufort County, North Carolina",37,013,207.0,298.0,995.0,788.0,33751.0,47243.0,0.0,38.0,110.0,12051.0
"Lenoir County, North Carolina",37,107,26.0,717.0,2044.0,2018.0,31475.0,57227.0,18.0,266.0,171.0,22536.0
"Rutherford County, North Carolina",37,161,38.0,834.0,1189.0,1151.0,57410.0,66532.0,13.0,293.0,338.0,6455.0
"Lincoln County, North Carolina",37,109,314.0,2177.0,1798.0,1484.0,72619.0,81441.0,34.0,556.0,190.0,4067.0
"Onslow County, North Carolina",37,133,1519.0,3967.0,12507.0,10988.0,144450.0,193912.0,402.0,4045.0,1062.0,27479.0
"Orange County, North Carolina",37,135,433.0,3707.0,4241.0,3808.0,106535.0,142938.0,8.0,11106.0,784.0,16557.0
"Sampson County, North Carolina",37,163,331.0,3097.0,1890.0,1559.0,40962.0,63561.0,0.0,374.0,1208.0,16030.0
"Yadkin County, North Carolina",37,197,109.0,962.0,541.0,432.0,34511.0,37665.0,26.0,39.0,165.0,1421.0
"Avery County, North Carolina",37,011,48.0,95.0,227.0,179.0,16011.0,17501.0,0.0,149.0,237.0,782.0
"Burke County, North Carolina",37,023,67.0,2526.0,1539.0,1472.0,75948.0,89712.0,139.0,3256.0,510.0,5794.0
"Caswell County, North Carolina",37,033,14.0,377.0,239.0,225.0,14378.0,22746.0,47.0,151.0,51.0,7503.0
"Davie County, North Carolina",37,059,29.0,844.0,902.0,873.0,37492.0,41991.0,0.0,292.0,156.0,2305.0
"Duplin County, North Carolina",37,061,3.0,1551.0,970.0,967.0,41673.0,59062.0,46.0,164.0,208.0,14450.0
"Durham County, North Carolina",37,063,1059.0,10980.0,8612.0,7553.0,157366.0,306457.0,117.0,15063.0,808.0,113511.0
"Lee County, North Carolina",37,105,209.0,1737.0,1212.0,1003.0,44122.0,60125.0,23.0,644.0,485.0,11902.0
"New Hanover County, North Carolina",37,129,238.0,2524.0,4898.0,4660.0,181701.0,224231.0,185.0,3010.0,473.0,31440.0
"Wayne County, North Carolina",37,191,388.0,2854.0,3819.0,3431.0,77498.0,124002.0,46.0,1597.0,333.0,37855.0
